mnId,mnMonth,mnDay,mnSid,mnName,mnAlpha,mnFname,mnGender,mnDate,mnLoc,mnDisp,mnFlevel,mnFast,mnCollect,mnIndiv,mnIcon,mnFlag,mnSermonURL,mnSort
4379,12,8,100094,362 Martyrs of Africa (62 Clergy and 300 Laypeople),MARTYRS,362 Martyrs of Africa (62 Clergy and 300 Laypeople),"",475,Carthage,"",0,-1,1,1,"",0,,999
3181,9,23,102705,Saints Xanthippi and Polyxeni of Spain,POLYXENE,Saints Xanthippi and Polyxeni of Spain,,109,Spain,,0,0,1,1,september/0923.polyxena.jpg,0,,1000
3182,9,23,102706,"Virgin Martyr Irais (Rhais, Ra&iacute;ssa) of Alexandria",IRAIS,Virgin Martyr Irais (Rhais) of Alexandria,f,ca. 308,"Alexandria, Egypt","",0,0,1,1,september/0923.rhais.jpg,0,,1000
3183,9,23,102707,"Martyrs Andrew, John, and John&rsquo;s children: Peter and Antonius, of Syracuse, martyred in Africa",ANDREW,"Martyrs Andrew, John, and John&rsquo;s children: Peter and Antonius, of Syracuse, martyred in Africa","",9th century,"Syracuse, Africa","",0,0,1,1,"",0,,1000
3187,9,23,102711,Icon of the Mother of God of Slovenka,ICON,Icon of the Mother of God of Slovenka,"",1635,Russia,"",0,0,0,1,"",0,,1000
3188,9,24,102712,"Holy New Martyrs of Alaska, Hieromonk Juvenaly (ca. 1796) and Peter the Aleut (1815)",SYNAXIS,Synaxis of All Saints of Alaska,"","","Alaska, America","",1,0,1,1,september/0924alaskansaints02.jpg,0,,1000
3189,9,24,102713,Martyr Peter,PETER,Martyr Peter the Aleut,"","","Alaska, America, San Francisco","",0,0,0,1,september/0924peter-aleut.jpg,0,,1000
3190,9,24,102714,Martyr Juvenal,JUVENAL,Martyr Juvenal of Alaska,"","","America, Alaska","",0,0,0,1,september/0924juvenaly10.jpg,0,,1000
3191,9,24,102715,Holy Protomartyr and Equal-to-the-Apostles Thecla,THEKLA,Protomartyr and Equal of the Apostles Thekla,"",1st century,"","",0,0,1,1,september/0924thecla.jpg,0,,1000
3192,9,24,102716,Venerable Nίkander Wonderworker of Pskov,NICANDER,Venerable Nίkander Wonderworker of Pskov,m,1581,Pskov Caves,,0,0,1,1,september/0924nikandrpskov.jpg,0,,1000
3193,9,24,102717,"Monastic Martyr Galacteon of Vologd&aacute;",GALACTEON,Monastic Martyr Galacteon of Vologda,"",1612,Vologda,"",0,0,1,1,september/0924galacteonvologda.jpg,0,,1000
3194,9,24,102718,Ven. Coprius of Palestine,COPRES,Venerable Copres of Palestine,m,530,Palestine,"",0,0,1,1,"",0,,1000
3195,9,24,102719,"Ven. Abramii, Abbot of Mirozh",ABRAMIUS,"Venerable Abramius, Abbot of Mirozh, Pskov",m,"","Pskov, Mirozh",Pskov,0,0,1,1,september/0924.abramius.jpg,0,,1000
3196,9,24,102720,St. Vladislav of Serbia,VLADISLAV,Saint Vladislav of Serbia,m,1239,Serbia,1230-39,0,0,1,1,september/0924stephen-vladislav.jpg,0,,1000
3197,9,24,102721,Ven. Dorothy of Kashin,DOROTHY,Venerable Dorothy of Kashin,f,1629,Kashin,*,0,0,1,1,"",0,,1000
3198,9,24,102722,Ven. Silouan of Mt. Athos,SILOUAN,Venerable Silouan of Mount Athos,m,1938,Mt. Athos,"",0,0,1,1,september/0924silouan-mtathos.jpg,0,,1000
3199,9,24,102723,"The &ldquo;MIROZH&rdquo; (1198) and &ldquo;THE MYRTLE TREE&rdquo; Icons of the Mother of God",ICON,"&ldquo;Mirozh&rdquo; Icon of the Mother of God ","",1198,Mirozh,*,0,0,1,1,september/0924.mirozh.jpg,0,,1000
3200,9,24,102724,"Icon of the Mother of God &ldquo;of the Myrtle Tree&rdquo;",ICON,"Icon of the Mother of God &ldquo;of the Myrtle Tree&rdquo;","","","","",0,0,0,1,september/0924theotokos-myrtletree.jpg,0,,1000
3201,9,24,108062,Venerable Simon,SIMON,Venerable Simon of Serbia,m,"",Serbia,"",0,0,0,1,"",0,,1000
3202,9,24,108064,Venerable David,DAVID,Venerable David of Serbia,m,"",Serbia,"",0,0,0,1,"",0,,1000
3203,9,24,108948,Holy King Stephen,STEPHEN,Holy King Stephen of Serbia,"",1224,Serbia,"",0,0,0,1,september/0924stephen-firstking-serbia.jpg,0,,1000
3205,9,25,102725,"Repose of Ven. Sergius (S&eacute;rgii) theWonderworker, Abbot of R&aacute;donezh",SERGIUS,"Repose of Venerable Sergius the Wonderworker, Abbot of Radonezh","",1392,Radonezh,"",1,0,1,1,september/0925.sergius-repose.jpg,0,,1000
3206,9,25,102726,Ven. Euphrosyne of Alexandria,EUPHROSYNE,Venerable Euphrosyne of Alexandria,f,5th century,"Alexandria, Egypt",,0,0,1,1,september/0925euphrosyne-alexandria.jpg,0,,1000
3207,9,25,102727,"Ven. Euphrosynē of Suzdal&rsquo;",EUPHROSYNE,Venerable Euphrosynē of Suzdal,f,1250,Suzdal,"",0,0,1,1,september/0925euphrosyne.jpg,0,,1000
3208,9,25,102728,"Translation of the Relics of St. Herman, Archbishop of Kazan&rsquo;",HERMAN,"First Translation of the relics of Saint Herman, Archbishop of Kazan",m,1595,Kazan,"",0,0,1,1,september/0925ahermankazan.jpg,0,,1000
3209,9,25,102729,Martyr Paphnutius and 546 companions in Egypt,PAPHNUTIUS,Martyr Paphnutius and 546 companions in Egypt,"",3rd century,Egypt,"",0,0,1,1,"",0,,1000
3211,9,25,205421,"St. Arsenius the Great, Catholicos of Georgia",ARSENIUS,"Saint Arsenius the Great, Catholicos of Georgia","",887,Georgia,"",0,0,0,1,october/1008arsen-the-great-catholicos.jpg,0,,1000
3212,9,26,102731,Repose of the Holy Apostle and Evangelist John the Theologian,JOHN,Repose of the Holy Apostle and Evangelist John the Theologian,"",2nd century,"","",1,0,1,1,september/0926.johntheo-repose.jpg,0,,1000
3213,9,26,102732,"Ven. Ephraim, Abbot of Perek&oacute;p, Wonderworker of Novgorod",EPHRAIM,"Venerable Ephraim, Abbot of Perekop, Wonderworker of Novgorod",m,1492,"Perekop, Novgorod","",0,0,1,1,"",0,,1000
3214,9,26,205488,Arrival of the Ivḗron Icon,ICON,Arrival of the Ivḗron Icon of the Mother of God in Georgia,"",1989,Georgia,"",0,0,0,1,september/0926icon-gvtismshobeli-mpoy.jpg,0,,1000
3215,9,27,102736,Martyrs Callistratus and his company,CALLISTRATUS,Martyr Callistratus and 49 companions,"",ca. 304,Carthage,"49 Martyrs&mdash;ca. 304",0,0,1,1,september/0927.callistratus.jpg,0,,1000
3217,9,27,102735,"Ven. Savvatii (Sabbatius), Wonderworker of Solov&eacute;tsky Monastery",SABBATIUS,"Venerable Sabbatius, Wonderworker of Solovki",m,1435,Solovki,"",0,0,1,1,september/0927.sabbatius-repose.jpg,0,,1000
3218,9,27,102733,"Apostles Mark, Aristarchus, and Zenas, of the Seventy",MARK,Apostle Mark of the Seventy,m,1st century,"Biblos, Phoenicia","",0,0,1,1,september/0927.mark.jpg,0,,1000
3219,9,27,102737,Apostle Aristarchus,ARISTARCHUS,Apostle Aristarchus of the Seventy,m,1st century,Syria,"",0,0,0,1,september/0927aristarchus.jpg,0,,1000
3220,9,27,102738,Apostle Zenas,ZENAS,Apostle Zenas of the Seventy,m,1st century,Palestine,"",0,0,0,1,"",0,,1000
3221,9,27,102739,Martyr Epicharis of Rome,EPICHARIS,Martyr Epicharis of Rome,,284-305,Rome,3rd c.,0,0,1,1,september/0927-epicharis.jpg,0,,1000
3222,9,27,102740,St Ignatius of Christ the Savior Monastery,IGNATIUS,Saint Ignatius of Christ the Savior Monastery,m,963-975,Asia Minor,,0,0,1,1,,0,,1000
3223,9,27,108947,St Flavian,FLAVIAN,"Saint Flavian, Archbishop of Antioch",m,4th century,Antioch,"",0,0,0,1,"",0,,1000
3224,9,27,148988,New Martyr Aquilina,AQUILINA,New Martyr Aquilina,"",1764,"Zagliveri, Thessalonica","",0,0,0,1,"",0,,1000
3225,9,27,149021,St. Anthimus the Georgian,ANTHIMUS,Saint Anthimus the Georgian,"",1716,"","",0,0,0,1,september/0927-anthimus-iveron0020.jpg,0,,1000
3226,9,28,102742,"Ven. Chariton the Confessor, Abbot of Palestine",CHARITON,"Venerable Chariton the Confessor, Abbot of Palestine",m,ca. 350,Palestine,"",0,0,1,1,september/0928.charitonconf.jpg,0,,1000
3227,9,28,102757,Synaxis of the Saints of the Kiev Caves,SYNAXIS,Synaxis of the Venerable Fathers of the Kiev Near Caves,"","","Kiev Caves, Near Caves",Near Caves,0,0,1,1,september/0928.kievcavessaints.jpg,0,,1000
3228,9,28,102743,"Ven. Kharit&oacute;n of Syanzh&eacute;msk",CHARITON,"Venerable Chariton of Syanzhemsk, Vologda",m,1509,"Vologda, Syanzhemsk","Vologd&aacute;&mdash;1509",0,0,1,1,"",0,,1000
3229,9,28,102744,"Ven. Herodion, Abbot, of Iloez&eacute;rsk",HERODION,"Venerable Herodion, Abbot of Iloezersk",m,1541,Iloezersk,"",0,0,1,1,"",0,,1000
3230,9,28,102745,Prophet Baruch,BARUCH,Prophet Baruch,"",6th century B.C.,"","",0,0,1,1,september/0928.baruch-prophet.jpg,0,,1000
3231,9,28,102746,"Martyrs Alexander, Alphius, Zosimas, Mark, Nicon, Neon, Heliodorus, and 24 others in Pisidia and Phrygia",ALEXANDER,Martyr Alexander and 30 others in Pisidia and Phrygia,"",4th century,"Pisidia, Phrygia","",0,0,1,1,"",0,,1000
3239,9,28,102754,"Martyrdom of St. Wenceslaus (Viachesl&aacute;v), Prince of the Czechs",WENCESLAUS,"Martyr Wenceslaus, Prince of the Czechs","",935,Czech Lands,"",0,0,1,1,september/0928bwenceslaus.jpg,0,,1000
3240,9,28,102755,"Schema-monk Cyril and Schema-nun Maria, the parents of Saint Sergius of Radonezh",CYRIL,"Schema-monk Cyril and Schema-nun Maria, the parents of Saint Sergius of Radonezh",m,ca. 1337,Radonezh,"parents of Ven. Sergius of R&aacute;donezh",0,0,1,1,september/0928sergiusandparents.jpg,0,,1000
4332,10,3,206394,St Damaris,DAMAR,Saint Damaris of Athens,f,1st century,"Athens, Greece","",0,-1,0,1,"",0,,900
3303,9,29,102813,Ven. Kyriakos the Anchorite,KYRIACUS,Venerable Kyriakos the Anchorite,m,556,Palestine,,0,0,1,1,september/0929.cyriacus.jpg,0,,1000
3304,9,29,102814,"Martyrs Dadas, Gabdelas, and Casdo&euml; (Casdoa) of Persia",DADA,"Martyrs Dadas, Gabdelas, and Kazdoa of Persia","",4th century,Persia,"",0,0,1,1,"",0,,1000
3307,9,29,102817,Ven. Theophanes the Merciful of Gaza,THEOPHANES,Venerable Theophanes the Merciful of Gaza,m,"",Gaza,"",0,0,1,1,september/0929.theophanes-merciful.jpg,0,,1000
3308,9,29,103888,St Onuphrius,ONUPHRIUS,"Saint Onuphrius of Saint David Gareji Monastery, Georgia","",18th century,"Georgia, Gareji Monastery","",0,0,0,1,september/0930onophrius-gareji.jpg,0,,1000
3309,9,29,108940,St Cyprian,CYPRIAN,Saint Cyprian of Ustiug,m,1276,Ustiug,"",0,0,0,1,"",0,,1000
3310,9,30,102818,"Hieromartyr Gregory, Bishop of Greater Armenia, Equal of the Apostles, Enlightener of Armenia",GREGORY,"Hieromartyr Gregory, Bishop of Greater Armenia, Equal of the Apostles, Enlightener of Armenia","",ca. 335,Armenia,"",0,0,1,1,september/0930gregoryarmenian.jpg,0,,1000
3311,9,30,102819,"Ven. Gregory, Abbot of Pelshme, Wonderworker of Vologd&aacute;",GREGORY,"Venerable Gregory, Abbot of Pelsheme and Wonderworker of Vologda",m,1442,"Vologda, Pelshme","",0,0,1,1,"",0,,1000
3312,9,30,102820,"St. Michael, first Metropolitan of Kiev",MICHAEL,"Saint Michael, first Metropolitan of Kiev","",992,"Kiev, Ukraine","",0,0,1,1,september/0930michaelkiev.jpg,0,,1000
3313,9,30,102821,Martyrs Rhipsime and Gaianḗ of Armenia and those with them,RHIPSIME,Martyrs Rhipsime and Gaianḗ of Armenia and those with them,"",4th century,Armenia,"",0,0,1,1,september/0930gregory-rhipsime-gaiana.jpg,0,,1000
3316,10,1,102824,The Protection (Pokrov) of our Most Holy Lady Theotokos and Ever-Virgin Mary,PROTECTION,The Protection of our Most Holy Lady the Mother of God and Ever-Virgin Mary,"","","Constantinople, Blachernae","",2,0,1,1,october/1001bprotection.jpg,0,,1000
3317,10,1,102825,Apostle of the Seventy Ananias,ANANIAS,Apostle Ananias of the Seventy,m,1st century,Eleutheropolis,"",0,0,1,1,october/1001ananiastheapostle.jpg,0,,1000
3318,10,1,102826,Ven. Romanus the Melodist,ROMANUS,"Venerable Romanus the Melodist, &ldquo;Sweet-Singer&rdquo;",m,ca. 556,"","&ldquo;Sweet-singer&rdquo;&mdash;5th c.",0,0,1,1,october/1001romanos.jpg,0,,1000
3319,10,1,102827,"Ven. Savva (Sabbas), Abbot of Vishera",SAVVA,"Venerable Savva, Abbot of Vishera, Novgorod",m,1461,"Vishera, Novgorod","Novgorod&mdash;1461",0,0,1,1,october/1001.sabbas-of-vishera.jpg,0,,1000
3320,10,1,102828,Martyr Domninus of Thessalonica,DOMNINUS,Martyr Domninus of Thessalonica,"",4th century,"Thessalonica, Greece","",0,0,1,1,"",0,,1000
3321,10,1,102829,"Martyr Michael, Abbot in Armenia, and 36 Fathers with him",MICHAEL,"Martyr Michael, Abbot in Armenia, and 36 Fathers with him","",780-790,Armenia,"",0,0,1,1,october/1001.michael.jpg,0,,1000
4409,12,31,100208,"&ldquo;Unfading Flower&rdquo; Icon of the Mother of God at Ardatov",ICON,"&ldquo;Unfading Flower&rdquo; Icon of the Mother of God at Ardatov","","","","",0,0,1,1,"",0,,999
3324,10,1,102832,Ven. John (Koukouzelis) the Hymnographer of Mt. Athos,JOHN,Venerable John (Koukouzelis) the Hymnographer of Mount Athos,m,12th century,"Albania, Mt Athos","Albanian&mdash;12th c.",0,0,1,1,october/1001john-kukuzel0001.jpg,0,,1000
3325,10,1,102833,Ven. Gregory of Lavra,GREGORY,"Venerable Gregory Domesticus of the Great Lavra, Mount Athos",m,1355,Mt. Athos,"Mt. Athos&mdash;12th c.",0,0,1,1,"",0,,1000
3326,10,1,102834,"&ldquo;Pskov-Protection&rdquo; Icon of the Mother of God",ICON,"&ldquo;Pskov-Protection&rdquo; Icon of the Mother of God","","",Pskov,"",0,0,1,1,october/1001aprotection.jpg,0,,1000
3328,10,1,108936,"Equals of the Apostles, Emperor Mirian and Empress Nana of Georgia; Saint Sidonia; the Commemoration of the apparition of the Pillar with the Robe of the Lord under it at Mtskheta in Georgia",MIRIAN,"Equals of the Apostles, Emperor Mirian and Empress Nana of Georgia; Saint Sidonia; the Commemoration of the apparition of the Pillar with the Robe of the Lord under it at Mtskheta in Georgia",m,"",Georgia,"",0,0,0,1,october/1001kingmiriam-queen-nana0020.jpg,0,,1000
3330,10,1,108938,Icon of the Mother of God of Gerbovets,ICON,Icon of the Mother of God of Gerbovets,"",1790,"Gerbovets monastery, Bessarabia, Romania","",0,0,0,1,october/1001icon-gerbovets-mpoy0020.jpg,0,,1000
3331,10,1,108939,Icon of the Mother of God of Barsk,ICON,Icon of the Mother of God of Barsk,"",1887,Podosk,"",0,0,0,1,"",0,,1000
3332,10,1,109999,Icon of the Mother of God of Kasperov,ICON,Icon of the Mother of God of Kasperov,"","",Kasperov,"",0,0,0,1,june/0629kasperovskicon.jpg,0,,1000
3333,10,1,205469,St Melchizedek,MELCHIZEDEK,"Saint Melchizedek I, Catholicos-Patriarch of All Georgia","",11th century,Georgia,"",0,0,0,1,october/1001-melqisedeq katalikosi.jpg,0,,1000
3334,10,1,205501,"&ldquo;Terebovlya&rdquo; Icon of the Mother of God",ICON,"&ldquo;Terebovlya&rdquo; Icon of the Mother of God","",1672,"Terebovlya, Lvov, Ukraine","",0,0,0,1,"",0,,1000
3335,10,2,102835,"Hieromartyr Cyprian, Virgin Martyr Justina, and Martyr Theoctistus, of Nicomedia",CYPRIAN,"Hieromartyr Cyprian, Virgin Martyr Justina, and Martyr Theoctistus, of Nicomedia",m,304,Nicomedia,"",0,0,1,1,october/1002.cyprian-nicomedia.jpg,0,,1000
3338,10,2,102838,"Bl. Andrew, Fool-for-Christ, at Constantinople",ANDREW,Blessed Andrew the Fool-For-Christ at Constantinople,m,936,Constantinople,"",0,0,1,1,october/1002-andrew-fool-for-christ0001.jpg,0,,1000
3339,10,2,102839,Repose of Rt. Blv. Princess Anna of Kashin,ANNA,Repose of the Holy Right-believing Princess Anna of Kashin,"",1338,Kashin,"",0,0,1,1,october/1002anna.jpg,0,,1000
3340,10,2,102840,Ven. Cassian of Uglich,CASSIAN,Venerable Cassian of Uglich,m,1504,Uglich,"",0,0,1,1,"",0,,1000
3341,10,2,102841,"Martyrs David and Constantine, Princes of Georgia",DAVID,"Martyrs David and Constantine, Princes of Georgia","",740,"Georgia, Mkheidze","",0,0,1,1,october/1002-david-constantine-princes-of-georgia.jpg,0,,1000
3343,10,2,104101,"Righteous Warrior Theodore Ushak&oacute;v",THEODORE,Righteous Admiral Theodore Ushakov of the Russian Naval Fleet,"",1817,"Russia, Alexev, Mordovia","",0,0,1,1,october/1002admiraltheodoreushakov.jpg,0,,1000
3344,10,3,102843,"Hieromartyr Dionysius the Areopagite, Bishop of Athens, and with him Martyrs Rusticus the Presbyter and Eleutherius the Deacon",DIONYSIUS,"Hieromartyr Dionysius the Areopagite, Bishop of Athens",m,96,"Athens, Greece","",0,0,1,1,october/1003adionysiosarepegite.jpg,0,,1000
3345,10,3,102844,Martyrs Rusticus the Presbyter and Eleutherius the Deacon,RUSTICUS,Martyrs Rusticus the Presbyter and Eleutherius the Deacon,m,96,"Athens, Greece","",0,0,0,1,"",0,,1000
3347,10,3,102846,"Ven. Dionysii, Recluse, of the Kiev Caves",DIONYSIUS,Venerable Dionysius the Recluse of the Kiev Caves,m,15th century,Kiev Caves,"Far Caves&mdash;15th c.",0,0,1,1,october/1003dionysius-caves.jpg,0,,1000
3348,10,3,102847,"St. John the Chozebite, Bishop of C&aelig;sarea, Palestine",JOHN,"Saint John the Chozebite, Bishop of Caesarea, Palestine",m,6th century,Palestine,"",0,0,1,1,october/1003.john-chozebite.jpg,0,,1000
3349,10,3,102848,Venerable Hesychius,HESYCHIUS,Venerable Hesychius of Mount Horeb,m,6th century,Mt. Horeb,"",0,0,0,1,"",0,,1000
3350,10,4,102849,"Hieromartyr Hierotheus, Bishop of Athens",HIEROTHEUS,"Hieromartyr Hierotheus, Bishop of Athens","",1st century,"Athens, Greece","",0,0,1,1,october/1004hierotheos.jpg,0,,1000
3351,10,4,102850,"Uncovering of the Relics of St. Gurias, first Archbishop of Kazan, and St. Varson&uacute;phy (Barsanuphius), Bishop of Tver&rsquo;",GURIAS,"Uncovering of the relics of Saint Gurias, first Archbishop of Kazan, and Saint Barsanuphius, Bishop of Tver","",1595,Kazan,"",0,0,1,1,december/1205guriasofkazan.jpg,0,,1000
3353,10,4,102852,"Synaxis of the Hierarchs of Kazan&rsquo;",SYNAXIS,Synaxis of the Hierarchs of Kazan,"",1976,Kazan,"",0,0,1,1,october/1004kazansynaxis.jpg,0,,1000
3354,10,4,102853,"Rt. Blv. Prince Vladimir Yaroslavich, Prince of Novgorod",VLADIMIR,Right-believing Prince Vladimir Yaroslavich of Novgorod,"",1052,Novgorod,"",0,0,1,1,october/1004.vladimir-novgorod.jpg,0,,1000
3355,10,4,102854,Ven. Helladius and Onesimus of the Kiev Caves,HELLADIUS,Venerable Helladius of the Kiev Near Caves,m,12th-13th century,"Kiev Caves, Near Caves","Near Caves&mdash;12th-13th c.",0,0,1,1,"",0,,1000
3356,10,4,102855,Venerable Onesimus,ONESIMUS,Venerable Onesimus of the Kiev Near Caves,m,12th-13th century,"Kiev Caves, Far Caves","",0,0,0,1,"",0,,1000
3357,10,4,102856,"Ven. Ammon, Recluse, of the Kiev Caves",AMMON,Venerable Ammon the recluse of the Kiev Caves,m,13th century,"Kiev Caves, Far Caves","Far Caves&mdash;13th c.",0,0,1,1,"",0,,1000
3358,10,4,102857,"Martyrs Gaius, Faustus, Eusebius, and Ch&aelig;remon, of Alexandria",GAIUS,"Martyrs Gaius, Faustus, Eusebius, and Chaeremon, of Alexandria","",3rd century,"Alexandria, Egypt","",0,0,1,1,"",0,,1000
3362,10,4,102861,Martyr Peter of Capitolias,PETER,Martyr Peter of Capitolias,,3rd-4th century,Capitolias,,0,0,1,1,,0,,1000
3363,10,4,102862,Martyrs Domnina and her daughters Berenice and Prosdoce of Syria,DOMNINA,Martyr Domnina with her daughters of Syria,"",305-306,Edessa,"",0,0,1,1,"",0,,1000
3366,10,4,102865,"Ven. Ammon (ca. 350) and Paul the Simple (4th c.), of Egypt",AMMON,Venerable Ammon,m,ca. 350,"",*,0,0,1,1,"",0,,1000
3367,10,4,102866,Venerable Paul,PAUL,Venerable Paul the Simple of Egypt,m,4th century,Egypt,"",0,0,0,1,october/1004paul.jpg,0,,1000
3369,10,4,102868,Martyr Callisthene,CALLISTHENE,Martyr Callisthene and her father Audactus of Ephesus,"",4th century,Ephesus,"",0,0,0,1,"",0,,1000
3370,10,4,102869,St. Stephen Stiljianovich of Serbia,STEPHEN,Saint Stephen Stiljianovitch of Serbia,"",1515,Serbia,"",0,0,1,1,july/0719stevenstiljanovicprince.jpg,0,,1000
3371,10,4,103891,Martyr Evdemoz,EVDEMOZ,"Martyr Evdemoz, Catholicos of Georgia","",1642,Georgia,"",0,0,0,1,october/1004evdemoz-catholicos0020.jpg,0,,1000
3372,10,4,108065,St Elena,ELENA,Saint Elena of Serbia,f,"",Serbia,"",0,0,0,1,october/1004.helen-serbia.jpg,0,,1000
3373,10,4,108934,Ss. Jonah and Nectarius of Kazan,JONAH,Saints Jonah and Nectarius of Kazan,"","",Kazan,"",0,0,0,1,"",0,,1000
3375,10,5,102870,Martyr Charitina of Amisos,CHARITINA,Martyr Charitina of Amisos,,304,Amisus,,0,0,1,1,october/1005charitina.jpg,0,,1000
3376,10,5,102871,Synaxis of the Hierarchs of Moscow,SYNAXIS,Synaxis of the Hierarchs of Moscow,"","","Moscow, Russia","",0,0,1,1,october/1005bsynaxismoscowhierarchs.jpg,0,,1000
4377,5,5,100118,Venerable Barlaam of Serpukhov,BARLAAM,Venerable Barlaam of Serpukhov,"",14th century,Serpukhov,"",0,0,0,1,"",0,,1000
4378,11,26,100092,The Righteous Gideon,GIDEON,The Righteous Gideon,m,"",Israel,"",0,-1,1,1,"",0,,1000
3381,10,5,102876,"Ven. Damian the Healer (1097), Jeremiah (ca. 1070), and Matthew (ca. 1085), Clairvoyants, of the Kiev Caves",DAMIAN,"Venerable Damian the Healer, Jeremiah, and Matthew, Clairvoyants, of the Kiev Caves",m,1071,"Kiev Caves, Near Caves",Near Caves,0,0,1,1,october/1005.damian-jeremiah-matthew-caves.jpg,0,,1000
3384,10,5,102879,"St. Charitina, Princess of Lithuania",CHARITINA,"Saint Charitina, Princess of Lithuania","",1281,Lithuania,"",0,0,1,1,"",0,,1000
3385,10,5,102880,"Hieromartyr Dionysius, Bishop of Alexandria",DIONYSIUS,"Hieromartyr Dionysius, Bishop of Alexandria",m,264-264,"Alexandria, Egypt","",0,0,1,1,october/1005dionysius.jpg,0,,1000
3386,10,5,102881,Martyr Memelta of Persia,MEMELCHTHA,Martyr Memelchtha of Persia,"",ca. 344,Persia,"",0,0,1,1,october/1005.memelta.jpg,0,,1000
3387,10,5,102882,"St. Gregory of Chandzoe, Georgia",GREGORY,"Saint Gregory of Chandzoe, Georgia",m,861,Georgia,"",0,0,1,1,october/1005grigol -kancteli.jpg,0,,1000
3388,10,5,102883,Ven. Eudokimos of Vatopedi,EUDOCIMUS,Venerable Eudokimos of Vatopedi Monastery on Mount Athos,m,,"Mt. Athos, Vatopedi",Mt. Athos,0,0,1,1,,0,,1000
3390,10,5,205394,St Methodia,METHODIA,Righteous Methodia of Kimolos,"","","Kimolos, Greece","",0,0,0,1,october/1005methodia-kimolo.jpg,0,,1000
3391,10,5,205467,Fathers and Mothers of the Klarjeti Wilderness,FATHERS AND MOTHERS,Venerable Fathers and Mothers of the Klarjeti Wilderness,"",8th-10th Centuries,"Georgia, Klarjeti","",0,0,0,1,october/1005klarjeti.jpg,0,,1000
3392,10,6,102884,"Glorification of St. Innocent, Metropolitan of Moscow, Enlightener of the Aleuts, and Apostle to the Americas",INNOCENT,"Glorification of Saint Innocent, Metropolitan of Moscow, Enlightener of the Aleuts, Apostle to the Americas",m,1977,"Moscow, Russia, America, Alaska","1977&mdash;Sept 23rd O.S.",1,0,1,1,october/1006innocentg.jpg,0,,1000
3393,10,6,102885,Holy and Glorious Apostle Thomas,THOMAS,"Holy, Glorious Apostle Thomas","",1st century,"","",1,0,1,1,october/1006thomas10.jpg,0,,1000
3394,10,6,102886,Monastic Martyr Macarius of St. Anne Skete,MACARIUS,"Monastic Martyr Macarius of Saint Anne Skete, Mount Athos","",1590,"St Anne Skete, Mt Athos","Mt. Athos&mdash;1590",0,0,1,1,"",0,,1000
3395,10,6,102887,"&ldquo;O All-Hymned Mother&rdquo; Icon of the Mother of God ",ICON,"&ldquo;O All-Hymned Mother&rdquo; Icon of the Mother of God ","","","","",0,0,1,1,october/1006glorifiedmothericon.jpg,0,,1000
3396,10,7,102888,Martyrs Sergius and Bacchus in Syria,SERGIUS,Martyrs Sergius and Bacchus in Syria,"",290-303,Syria,"",0,0,1,1,october/1007sergius.jpg,0,,1000
3399,10,7,102891,"Ven. Sergius, Abbot of Nurma (Vologd&aacute;&mdash;1412), disciple of Ven. Sergius of R&aacute;donezh",SERGIUS,"Venerable Sergius, Abbot of Nurma, disciple of Venerable Sergius of Radonezh, Vologda",m,1412,"Vologda, Radonezh, Nurma",*,0,0,1,1,october/1007.sergius-nurom.jpg,0,,1000
3400,10,7,102892,"Uncovering of the relics of Ven. Martinian, Abbot of Belozersk",MARTINIAN,"Uncovering of the relics of Venerable Martinian, Abbot of Belozersk","",1514,White Lake (Belozersk),"",0,0,1,1,october/1007martinian.jpg,0,,1000
3401,10,7,102893,"Martyrs Julian the Presbyter and C&aelig;sarius the Deacon, at Terracina",JULIAN,Martyrs Julian the Presbyter and Caesarius the Deacon at Terracina,"",1st century,Terracina,"",0,0,1,1,"",0,,1000
3403,10,7,102895,Virgin Martyr Pelagia of Tarsus,PELAGIA,Martyr Pelagia of Tarsus,"",290,Tarsus,"",0,0,1,1,october/1007pelagiatarsus.jpg,0,,1000
3404,10,7,102896,Martyr Polychronius the Presbyter,POLYCHRONIUS,Martyr Polychronius the Presbyter,"",4th century,"","",0,0,1,1,"",0,,1000
3405,10,7,102897,99 Martyred Fathers,99 MARTYRED FATHERS,99 Martyred Fathers of Crete,m,"",Crete,"",0,0,0,1,october/1007ninetyninefathers.jpg,0,,1000
3406,10,7,102898,"&ldquo;Tenderness&rdquo; Icon of the Mother of God ",ICON,"&ldquo;Tenderness&rdquo; Icon of the Mother of God ","",1524,"Pskov, the Caves","",0,0,0,1,october/1007icon-tenderness10.jpg,0,,1000
3407,10,7,103892,Venerable Joseph,JOSEPH,"Venerable Joseph the Elder and Wonderworker of Khevi, Georgia",m,1763,Georgia,"",0,0,0,1,october/1007ioseb xucesi.jpg,0,,1000
3408,10,8,102899,"Ven. Pelag&iacute;a the Penitent",PELAGIA,Venerable Pelagia the Penitent,f,457,"","",0,0,1,1,october/1008pelagia-penitent.jpg,0,,1000
3409,10,8,102900,"Ven. Dosif&eacute;i (Dositheus), Abbot of Verkne&oacute;strov",DOSITHEUS,"Venerable Dositheus, Abbot of Verkneostrov, Pskov",m,1482,"Pskov, Verkneostrov","Pskov&mdash;1482",0,0,1,1,"",0,,1000
